,label,desc
22965,red mullet,common name of different fishes
22966,scallop,"Name applied to numerous species of saltwater clams or marine bivalve mollusks in the Pectinidae family, the scallops. The common name scallop is also applied to species in other families of the superfamily Pectinoidea, including the thorny oysters."
22967,atlantic deep sea scallop,Atlantic deep-sea scallop is a commercially important pectinid bivalve mollusk native to the northwest Atlantic Ocean.
22968,shrimp or prawn,types of seafood that are consumed worldwide
22969,penaeus monodon,species of crustacean
22970,north sea shrimp,shrimp from the North Sea
22972,mackerel,pelagic fish
22974,monkfish,species of fish found in the Atlantic and Indian Oceans
22975,mussel,members of several families of clams or bivalve mollusks
22976,freshwater mussel,mussels inhabiting freshwater
22978,taranto mussel,Shellfish farmed in Taranto
22980,tuna,common name for a group of fishes
22981,bream,several species of freshwater and marine fish
22982,keumamah,Acehnese fish dish
22984,lobster,shellfish
22985,herring,"forage fish, mostly belonging to the family Clupeidae"
22986,blue mussel,type of mussel
22987,pike fish,type of fish
22988,common cockle,type of mussel
22989,north sea shrimp,shrimp from the North Sea
22991,ling fish,type of fish. for the animal Q842406
22993,red bream,type of fish
22994,haddock fish,type of fish
22995,flatfish,type of fish
22997,crayfish neck,neck flesh from crayfrish
23001,canned seafood,type of food product
23002,fresh and frozen seafood,product category
23003,royal jelly,secretion from the glands in the hypopharynx of nurse bees
23004,gazpacho,cold soup from Spain and Portugal
23005,guacamole,"Mexican avocado-based dip, spread, or salad"
23006,haggis,savoury pudding containing lamb and oats of Scottish origin
23007,steak,"cut of meat (e.g. beef, pork)"
23010,hanger steak,cut of beef steak prized for its flavor
23012,pork steak,food
23014,beefsteak,flat cut of beef
23015,char grilled steak,steak grilled with charcoal
23016,dietary fiber,indigestible portion of food derived from plants
23017,resistant starch,dietary fiber
23018,inulin,soluble dietary fiber made of polysaccharides
23020,manna,Edible substance described in Bible
23021,galette,food
23023,poğaça,Ottoman pastry that is known under similar names all around the Southeast and Central Europe
23024,diet food,type of food
23025,slim fast,dietary supplement manufacturer
23026,sugar free product,food or drink without sugar
23027,sugar free candy,candy made with a sugar substitute
23028,cocoa butter,graxa do cacao
23029,cinnamon roll,sweet food pastry
23030,golfeado,Venezuelan cinnamon roll
23032,powidl,zwetschgen spread
23033,pancake soup,food
23034,schweinsbraten,"roasted pork, popular dish in Germany, Austria and Czech Republic"
23035,curry puff,snack pie
23036,damper,Australian bread
23037,milk cream strudel,food
23038,emlovka,food
23039,chop suey,dish in overseas Chinese cuisine
23040,bagel,torus-shaped bread product
23041,montreal style bagel,"variety of bagel created by Jewish immigrants in Montreal, Quebec"
23042,pizza bagel,bagel with pizza toppings
23043,new york style bagel,variety of bagel originating from the Jewish community of New York City
23044,çäkçäk,deep-fried sweet dough
23045,fried egg,fresh hen's egg fried whole with minimal accompaniment
23046,broth,clear liquid (soup) preparation
23047,am,Broth of cooked rice
23049,dashi,class of soup and cooking stock used in Japanese cuisines
23052,stock,flavoured liquid foodstuff
23055,shrimp stock,broth obtained from shrimp shells or shrimps
23057,caldillo de congrio,Chilean fish soup
23058,fish stock,food ingredient
23059,fish fumet,concentrated fish stock
23060,clam juice,broth obtained from clams
23061,duck stock,stock generated from duck
23063,wild game stock,stock from venison
23064,chicken stock,type of food
23065,egg stock,stock made from eggs
23066,goat meat stock,stock made from goat meat
23067,grape stock,stock made from grapes
23068,milk stock,stock made from milk
23069,mutton stock,stock made from mutton
23070,neck stock,stock made from neck
23071,pea stock,stock made from peas
23072,pork shoulder stock,stock made from pork shoulder
23073,pork stock,stock made from pork
23074,shoulder meat stock,stock made from shoulder meat
23075,veal stock,stock made from veal
23076,pepper stock,stock made mostly with pepper
23077,sheeps trotters stock,stock made from sheep's trotters
23078,turnip stock,stock made from turnips
23079,poultry stock,stock made of poultry
23080,game stock,stock made from game meat
23081,capon stock,stock made from capon
23083,better than bouillon,food brand
23084,cawl,Traditional Welsh soup
23088,vegetable stock,Vegetable-based food
23089,veal broth,liquid food preparation with veal
23090,agiozoumi,Byzantine cuisine
23091,duck stock,stock generated from duck
23092,fish broth,broth made of fish
23093,meat stock,stock made primarily from meat
23094,instant chicken broth,type of instant broth
23095,poultry broth,broth made of poultry
23097,chicken stock,type of food
23098,almond milk broth,broth made from almond milk
23099,aspic broth,broth for aspic
23100,berch broth,broth made of berch
23101,cabbage broth,broth made of cabbage
23102,egg broth,broth made from eggs
23103,fig broth,broth made from figs
23104,fish aspic broth,broth for fish aspic
23105,fish scale broth,broth made from fish scales
23106,isinglass broth,broth made from isinglass
23107,juniper berry broth,broth made from juniper berries
23108,lamprey broth,broth made from lamprey
23109,meat broth,stock made primarily from meat
23110,nettle broth,broth made from nettle
23111,parsley root broth,broth made from parsley root
23112,partridge broth,broth made from partridge
23113,pigs trotters broth,broth made from pig's trotters
23114,pork broth,broth made from pork
23115,quail broth,broth made from quail
23116,roe deer offal broth,broth made from roe-deer offal
23117,sour cherry broth,broth made from sour cherries
23118,spice broth,broth made from spices
23119,suckling pig broth,broth made from suckling pig
23120,water broth,broth made from water
23121,wild duck broth,broth made from wild duck
23122,isinglass fish broth,broth made from isinglass and fish
23123,roe deer blood and lung broth,broth from roe-deer blood and with roe-deer lung found in medieval recipes in the German speaking areas
23124,water wine broth,broth made from water and wine
23125,calf lung broth,broth made from calf lung
23126,calfs trotters broth,broth made from calf's trotters
23127,calfs trotters wine broth,broth made from calf's trotters and wine
23128,chicken stomach broth,broth made from chicken stomach
23129,ginger broth,broth made with ginger
23130,goose broth,broth made from goose
23131,goose offal broth,broth made from goose offal
23132,isinglass nut milk broth,broth made from isinglass and nut milk
23133,liver suckling pig broth,broth made from liver and suckling pig meat
23134,northern pike broth,broth made from northern pike
23135,roe deer broth,broth made from roe-deer
23136,deer lung broth,broth made from deer lung
23137,honey wine broth,broth made from honey and wine
23138,swim bladder broth,broth made from swim bladder
23139,deer liver broth,broth made from deer liver
23140,udder broth,broth made from udders
23141,pork belly broth,broth made from pork belly
23142,fish roast broth,broth made from fish roast
23143,aspic fish broth,broth made from aspic fish
23144,chicken offal broth,broth made from chicken offal
23145,grape isinglass broth,broth made from grapes and isinglass
23146,northern pike roast broth,broth made from northern pike roast
23147,stockfish broth,broth made from stockfish
23148,dried pear broth,broth made from dried pears
23149,vinegar wine broth,broth made from vinegar and wine
23150,vinegar water broth,broth made from vinegar and water
23151,vinegar broth,broth made from vinegar
23152,rabbit broth,liquid food preparation with rabbit
23153,onion pear broth,broth made of onion and pear
23154,onion parsley root broth,broth made onion and parsley root
23155,onion broth,broth made of onion
23156,northern pike wine broth,broth made of northern pike and wine
23157,lemon onion broth,broth made of lemon and onion
23158,lamb broth,broth made of lamb
23159,huso broth,broth made of huso
23160,game broth,broth made of game meat
23161,fish pea broth,broth made from fish and peas
23162,fish broth,broth made from fish and peas
23163,cream broth,broth made of cream
23164,chickpea broth,broth made of chickpeas
23165,chicken parsley root broth,broth made of chicken and parsley root
23166,carp broth,broth made of carp
23167,capon broth,broth made of capon
23168,burbot broth,broth made of burbot
23169,blood vinegar wine broth,broth made of blood vinegar and wine
23170,beet broth,broth made from beet
23171,beef wine broth,broth made from beef an wine
23172,beef snail broth,broth made from beef and snail
23173,beef garlic broth,broth made from beef and garlic
23174,bacon broth,broth made from bacon
23175,apple parsley root broth,broth made from apples and parsley root
23176,apple onion wine broth,"broth made from apples, onion and wine"
23177,apple onion vinegar broth,"broth made from apples, onion and vinegar"
23178,apple onion broth,broth made from apples and onion
23179,almond isinglass broth,broth made from almond and isinglass
23180,cherry broth,broth made from cherries
23181,pear broth,broth made of pear
23182,pear wine broth,broth made of pear and wine
23183,mousefood,method of harvesting food via mice
23184,khachapuri,traditional Georgian dish of cheese-filled bread
23186,vetkoek,food
23187,poffertjes,food
23188,fairy bread,Bread topped with nonpareils
23189,balut,developing poultry embryo boiled and eaten
23190,vol au vent,puff pastry
23191,luzerner chügelipastete,"meat dish from Lucerne, Switzerland"
23193,ragout fin,food
23194,pease pudding,"North English savoury pudding of boiled legumes (e.g. split yellow peas) with water, salt, and spices, often cooked with bacon or ham"
23195,haddekuche,spice cake from Frankfurt and South Hesse
23196,ričet,"stew from Bavaria, Austria and Slovenia"
23197,tempura,Japanese dish of battered deep-fried fish or vegetables
23198,toriten,Japanese food
23199,kakiage,Japanese dish of battered and deep-fried shrimp or other ingredients
23200,mobil tempura,"tempura fried in machine lubricant oil, eaten in Okinawa after WWII"
23201,gesoten,tempura of squid arms
23203,isobeage,tempura with seaweed batter
23206,lecsó,pepper-based vegetable dish of Hungarian origin
23207,bean,"seed of one of several genera of the flowering plant family Fabaceae, which are used for human or animal food"
23208,bento,single-portion takeout or home-packed meal common in Japanese cuisine
23209,ekiben,type of bento sold on trains or at train stations in Japan
23210,tōge no kamameshi,"ekiben from Gunma prefecture, Japan"
23214,tōge no kamameshi,"ekiben from Gunma prefecture, Japan"
23215,taiwan railway mealbox,"Type of ekiben, manufactured and distributed by the Taiwan Railways."
23217,kyaraben,"boxed lunch decorated with characters from popular media, animals, and plants"
23218,makunouchi,type of bento box for Japanese meal
23222,jūbako,tiered box used to hold and present food in Japan
23223,tiered box jubako,item GL009 in the Khalili Collection of Japanese Art
23226,organic food,foods produced without synthetic pesticides and chemical fertilizers
23227,organic food depot,Grocery Store
23228,organic milk,milk from livestock raised according to organic farming methods
23230,organic chocolate,chocolate that is made from certified organic cocoa beans and organic ingredients
23231,tahini,condiment made from toasted ground hulled sesame paste
23232,akara,peeled beans formed into a ball and deep-fried in palm oil
23233,genetically modified food,foods produced from organisms that have had changes introduced into their DNA
23235,flavr savr,vegetable
23236,genetically modified tomato,Tomato with modified genes
23237,ajvar,"Spread made from roasted red peppers, garlic and spices. Originating from Balkans."
23238,pho,Vietnamese noodle soup dish
23239,gastrique,"caramelized sugar, deglazed with vinegar"
23240,johnnycake,Cornmeal flatbread
23241,coconut candy,Nigerian Coconut Candy is the Nigerian style Chancacas(colombian coconut candy). It is made with grated/shredded coconuts and granulated sugar.
23242,bounty,"chocolate bar manufactured by Mars, Incorporated"
23243,almond joy,"candy consisting of a coconut patty topped with a whole almond, coated in milk chocolate"
23244,fritule,Venetian doughnuts served during Carnival
23245,omurice,Western-influenced Japanese dish consisting of an omelette with rice
23246,spritzkuchen,German fried pastry
23247,oyster cracker,food
23248,anchovy,food
